,Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,Shipping Cost,Distance,order_coords
824,DEBIT,4,4,40.22000122,118.2900009,Shipping on time,0,18,Men's Footwear,Atlanta,EE. UU.,XXXXXXXXX,Mary,88,Henry,XXXXXXXXX,Corporate,GA,7262 Cotton Arbor,30318.0,4,Apparel,33.81022644,-84.41808319,Pacific Asia,Port Macquarie,Australia,88,3/3/2016 10:47,29283,403,11.69999981,0.090000004,73253,129.9900055,0.340000004,1,129.9900055,118.2900009,40.22000122,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/7/2016 10:47,Standard Class,3.29,14709.693032008598,"Port Macquarie, Port Macquarie-Hastings Council, New South Wales, 2444, Australia"
825,DEBIT,5,4,-26.62000084,118.2900009,Late delivery,1,18,Men's Footwear,New York,EE. UU.,XXXXXXXXX,Hannah,7697,Wilkins,XXXXXXXXX,Corporate,NY,8344 Colonial Maze,10002.0,4,Apparel,40.71546173,-73.99006653,Pacific Asia,Gold Coast,Australia,7697,3/24/2016 11:38,30724,403,11.69999981,0.090000004,76745,129.9900055,-0.230000004,1,129.9900055,118.2900009,-26.62000084,Oceania,Queensland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/29/2016 11:38,Standard Class,1.14,15500.185276910115,"Gold Coast City, Queensland, Australia"
826,DEBIT,5,4,40.61999893,324.9599915,Late delivery,1,63,Children's Clothing,Baltimore,EE. UU.,XXXXXXXXX,Audra,18007,Weber,XXXXXXXXX,Corporate,MD,6651 Quaking Highlands,21218.0,4,Apparel,39.32117081,-76.61475372,Pacific Asia,Vijayawada,India,18007,12/22/2017 20:12,74454,1350,32.13999939,0.090000004,177769,357.1000061,0.129999995,1,357.1000061,324.9599915,40.61999893,South Asia,Andhra Pradesh,COMPLETE,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,12/27/2017 20:12,Standard Class,3.56,13389.244121752774,"Vijayawada, Vijayawada (Urban), NTR District, Andhra Pradesh, 520001, India"
827,DEBIT,4,4,7.449999809,118.2900009,Shipping on time,0,18,Men's Footwear,Strongsville,EE. UU.,XXXXXXXXX,Mary,8720,Alvarado,XXXXXXXXX,Corporate,OH,6580 Iron Wagon  Inlet,44136.0,4,Apparel,41.3469696,-81.82631683,Pacific Asia,Bangalore,India,8720,12/25/2015 11:24,24558,403,11.69999981,0.090000004,61483,129.9900055,0.059999999,1,129.9900055,118.2900009,7.449999809,South Asia,Karnataka,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/29/2015 11:24,Standard Class,2.64,13631.077899688056,"Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, Bengaluru Division, India"
828,DEBIT,6,4,-45.47000122,54.59000015,Late delivery,1,17,Cleats,Buffalo,EE. UU.,XXXXXXXXX,Mary,1718,Smith,XXXXXXXXX,Corporate,NY,4606 Umber Range,14221.0,4,Apparel,42.9666214,-78.74194336,Pacific Asia,Manila,Filipinas,1718,12/20/2015 16:29,24230,365,5.400000095,0.090000004,60622,59.99000168,-0.829999983,1,59.99000168,54.59000015,-45.47000122,Southeast Asia,Capital Nacional,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/26/2015 16:29,Standard Class,2.81,13323.747629564668,"Manila, Capital District, Metro Manila, Philippines"
829,DEBIT,2,4,53.22999954,118.2900009,Advance shipping,0,18,Men's Footwear,Honolulu,EE. UU.,XXXXXXXXX,Sandra,7795,Smith,XXXXXXXXX,Corporate,HI,1134 Misty River Woods,96822.0,4,Apparel,21.30562019,-157.8386993,Pacific Asia,Cirebon,Indonesia,7795,1/27/2016 12:14,26821,403,11.69999981,0.090000004,67195,129.9900055,0.449999988,1,129.9900055,118.2900009,53.22999954,Southeast Asia,Java Occidental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/29/2016 12:14,Standard Class,2.54,10656.654097859418,"Cirebon, Jawa Barat, 45121, Indonesia"
830,DEBIT,2,4,35.49000168,118.2900009,Advance shipping,0,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Richard,12100,Bolton,XXXXXXXXX,Corporate,IL,4675 Sleepy Rise,60609.0,4,Apparel,41.8947525,-87.74337769,Pacific Asia,Ho Chi Minh City,Vietnam,12100,12/5/2015 19:29,23211,403,11.69999981,0.090000004,58110,129.9900055,0.300000012,1,129.9900055,118.2900009,35.49000168,Southeast Asia,Ciudad Ho Chi Minh,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/7/2015 19:29,Standard Class,2.52,13989.300196601693,"Cục Thống Kê TP.HCM, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam"
831,DEBIT,4,4,14.78999996,118.2900009,Shipping on time,0,18,Men's Footwear,Madison,EE. UU.,XXXXXXXXX,Brandon,11979,Smith,XXXXXXXXX,Corporate,WI,3815 Tawny Swale,53704.0,4,Apparel,43.09559631,-89.35118866,Pacific Asia,Yakarta,Indonesia,11979,11/16/2015 4:59,21868,403,11.69999981,0.090000004,54683,129.9900055,0.129999995,1,129.9900055,118.2900009,14.78999996,Southeast Asia,Yakarta,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/20/2015 4:59,Standard Class,1.06,6343.20412978034,
832,DEBIT,5,4,35.49000168,118.2900009,Late delivery,1,18,Men's Footwear,Union,EE. UU.,XXXXXXXXX,Mary,150,Smith,XXXXXXXXX,Corporate,NJ,5593 Indian Trail,7083.0,4,Apparel,33.68896103,-117.9957428,Pacific Asia,Bagdad,Irak,150,11/17/2016 4:59,47009,403,11.69999981,0.090000004,117477,129.9900055,0.300000012,1,129.9900055,118.2900009,35.49000168,West Asia,Bagdad,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/22/2016 4:59,Standard Class,3.2,12364.038833361199,"بغداد, بلدية المنطقة الخضراء, محافظة بغداد, العراق"
833,DEBIT,2,4,-19.0699997,116.9899979,Advance shipping,0,18,Men's Footwear,South San Francisco,EE. UU.,XXXXXXXXX,Denise,3905,Smith,XXXXXXXXX,Corporate,CA,1982 Rocky Parkway,94080.0,4,Apparel,37.67061997,-122.4532928,Pacific Asia,Termez,Uzbekistán,3905,9/9/2016 1:03,42271,403,13.0,0.100000001,105539,129.9900055,-0.159999996,1,129.9900055,116.9899979,-19.0699997,Central Asia,Surjandarín,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/11/2016 1:03,Standard Class,3.33,11651.217957606015,"Termiz, Termiz Tumani, Surxondaryo Viloyati, Oʻzbekiston"
834,DEBIT,4,4,38.02000046,116.9899979,Shipping on time,0,18,Men's Footwear,Philadelphia,EE. UU.,XXXXXXXXX,Mary,8552,Smith,XXXXXXXXX,Corporate,PA,5406 Round Bear Parkway,19144.0,4,Apparel,40.03124619,-75.18191528,Pacific Asia,Bishkek,Kirguistán,8552,1/9/2017 0:53,50628,403,13.0,0.100000001,126524,129.9900055,0.330000013,1,129.9900055,116.9899979,38.02000046,Central Asia,Bishkek,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/13/2017 0:53,Standard Class,3.09,10334.46165341465,"Бишкекский машиностроительный завод, Ленин району, Бишкек шаары, Кыргызстан"
835,DEBIT,5,4,11.69999981,116.9899979,Late delivery,1,18,Men's Footwear,Los Angeles,EE. UU.,XXXXXXXXX,Harold,8551,Dalton,XXXXXXXXX,Corporate,CA,3294 Hazy Creek Farm,90065.0,4,Apparel,34.11491013,-118.2400131,Pacific Asia,Fuji,Japón,8551,12/28/2015 11:34,24764,403,13.0,0.100000001,62035,129.9900055,0.100000001,1,129.9900055,116.9899979,11.69999981,Eastern Asia,Shizuoka,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/2/2016 11:34,Standard Class,3.38,8939.844635989411,"富士市, 静岡県, 中部地方, 日本"
836,DEBIT,3,4,40.95000076,116.9899979,Advance shipping,0,18,Men's Footwear,Fort Lauderdale,EE. UU.,XXXXXXXXX,Patricia,12038,Smith,XXXXXXXXX,Corporate,FL,3841 Dewy Subdivision,33312.0,4,Apparel,26.11803436,-80.18949127,Pacific Asia,Pekín,China,12038,11/16/2015 18:38,21907,403,13.0,0.100000001,54795,129.9900055,0.349999994,1,129.9900055,116.9899979,40.95000076,Eastern Asia,Pekín,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/19/2015 18:38,Standard Class,1.84,12496.680783175858,"北京市, 东城区, 北京市, 100010, 中国"
837,DEBIT,3,4,85.38999939,189.7700043,Advance shipping,0,70,Men's Clothing,North Las Vegas,EE. UU.,XXXXXXXXX,Cora,15995,Cotton,XXXXXXXXX,Corporate,NV,5234 Clear Horse Townline,89030.0,4,Apparel,36.24799728,-115.0415192,Pacific Asia,Perth,Australia,15995,11/23/2017 11:18,72442,1357,21.09000015,0.100000001,175757,210.8500061,0.449999988,1,210.8500061,189.7700043,85.38999939,Oceania,Australia Occidental,COMPLETE,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,11/26/2017 11:18,Standard Class,3.72,15357.74073359024,"Perth, City of Perth, Western Australia, 6000, Australia"
838,DEBIT,3,4,54.99000168,116.9899979,Advance shipping,0,18,Men's Footwear,Mission Viejo,EE. UU.,XXXXXXXXX,Raymond,4807,Rodgers,XXXXXXXXX,Corporate,CA,3796 Lost Hollow,92691.0,4,Apparel,33.62104797,-117.6759186,Pacific Asia,Newcastle,Australia,4807,2/4/2016 8:01,27357,403,13.0,0.100000001,68506,129.9900055,0.469999999,1,129.9900055,116.9899979,54.99000168,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/7/2016 8:01,Standard Class,2.12,11989.447724909222,"Newcastle, Newcastle-Maitland, Newcastle City Council, New South Wales, 2300, Australia"
839,DEBIT,2,4,38.61000061,116.9899979,Advance shipping,0,18,Men's Footwear,Aurora,EE. UU.,XXXXXXXXX,Ann,10291,Smith,XXXXXXXXX,Corporate,CO,9234 Lost Bay,80013.0,4,Apparel,39.49591446,-98.98998261,Pacific Asia,Murray Bridge,Australia,10291,11/17/2015 15:19,21966,403,13.0,0.100000001,54942,129.9900055,0.330000013,1,129.9900055,116.9899979,38.61000061,Oceania,Australia del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/19/2015 15:19,Standard Class,1.21,7194.770638261901,
840,DEBIT,5,4,33.93000031,116.9899979,Late delivery,1,18,Men's Footwear,Methuen,EE. UU.,XXXXXXXXX,Mary,1293,Carey,XXXXXXXXX,Corporate,MA,9761 Broad Crossing,1844.0,4,Apparel,42.72396851,-71.18476868,Pacific Asia,Gold Coast,Australia,1293,3/30/2016 23:32,31169,403,13.0,0.100000001,77900,129.9900055,0.289999992,1,129.9900055,116.9899979,33.93000031,Oceania,Queensland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/4/2016 23:32,Standard Class,1.31,15711.26788403003,"Gold Coast City, Queensland, Australia"
841,DEBIT,2,4,15.65999985,53.99000168,Advance shipping,0,17,Cleats,Costa Mesa,EE. UU.,XXXXXXXXX,James,6961,Mitchell,XXXXXXXXX,Corporate,CA,5292 Misty Goose Street,92627.0,4,Apparel,33.64226151,-117.9133224,Pacific Asia,Thane,India,6961,11/16/2015 18:17,21906,365,6.0,0.100000001,54790,59.99000168,0.289999992,1,59.99000168,53.99000168,15.65999985,South Asia,Maharashtra,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/18/2015 18:17,Standard Class,2.82,14044.758621982113,"Thane, Thane District, Maharashtra, India"
842,DEBIT,6,4,71.16000366,189.7700043,Late delivery,1,70,Men's Clothing,Chicago,EE. UU.,XXXXXXXXX,Hillary,16013,Atkins,XXXXXXXXX,Corporate,IL,3719 Silver Key,60649.0,4,Apparel,41.75909424,-87.56176758,Pacific Asia,Mumbai,India,16013,11/23/2017 17:36,72460,1357,21.09000015,0.100000001,175775,210.8500061,0.379999995,1,210.8500061,189.7700043,71.16000366,South Asia,Maharashtra,COMPLETE,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,11/29/2017 17:36,Standard Class,1.32,12975.783533365333,"Mumbai Suburban District, Maharashtra, India"
843,DEBIT,2,4,14.61999989,116.9899979,Advance shipping,0,18,Men's Footwear,Glen Burnie,EE. UU.,XXXXXXXXX,Mary,7931,Mcdaniel,XXXXXXXXX,Corporate,MD,5372 Heather Anchor Canyon,21061.0,4,Apparel,39.13689041,-76.62719727,Pacific Asia,Durgapur,India,7931,1/28/2016 2:15,26861,403,13.0,0.100000001,67304,129.9900055,0.129999995,1,129.9900055,116.9899979,14.61999989,South Asia,Bengala Occidental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/30/2016 2:15,Standard Class,1.68,12869.734562477888,"Durgapur, Faridpur Durgapur, Paschim Bardhaman District, West Bengal, 713200, India"
844,DEBIT,3,4,50.5,194.2400055,Advance shipping,0,76,Women's Clothing,Fairfield,EE. UU.,XXXXXXXXX,Mara,20545,Roman,XXXXXXXXX,Corporate,OH,1202 Quaking Embers Link,45014.0,4,Apparel,39.31198883,-84.49658966,Pacific Asia,Lahore,Pakistán,20545,1/28/2018 21:22,76992,1363,21.57999992,0.100000001,180307,215.8200073,0.25999999,1,215.8200073,194.2400055,50.5,South Asia,Punyab,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,1/31/2018 21:22,Standard Class,3.08,11858.811555317398,"لاہور, Lahore Cantonment Tehsil, Lahore District, پنجاب, 54010, پاکستان"
845,DEBIT,3,4,39.77999878,116.9899979,Advance shipping,0,18,Men's Footwear,West Covina,EE. UU.,XXXXXXXXX,Andrew,7454,Kim,XXXXXXXXX,Corporate,CA,7094 Round Carrefour,91790.0,4,Apparel,34.06787491,-117.9273758,Pacific Asia,Samarinda,Indonesia,7454,11/29/2015 16:42,22792,403,13.0,0.100000001,57050,129.9900055,0.340000004,1,129.9900055,116.9899979,39.77999878,Southeast Asia,Kalimantan Oriental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/2/2015 16:42,Standard Class,2.9,13202.691115748654,"Samarinda, Kalimantan Timur, Indonesia"
846,DEBIT,4,4,14.61999989,116.9899979,Shipping on time,0,18,Men's Footwear,Fort Lauderdale,EE. UU.,XXXXXXXXX,Patricia,12038,Smith,XXXXXXXXX,Corporate,FL,3841 Dewy Subdivision,33312.0,4,Apparel,26.11803436,-80.18949127,Pacific Asia,Bacolod City,Filipinas,12038,12/23/2015 17:22,24438,403,13.0,0.100000001,61146,129.9900055,0.129999995,1,129.9900055,116.9899979,14.61999989,Southeast Asia,Visayas Occidental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/27/2015 17:22,Standard Class,3.79,7084.6397858427235,
847,DEBIT,3,4,58.5,116.9899979,Advance shipping,0,18,Men's Footwear,Lithonia,EE. UU.,XXXXXXXXX,Andrea,4618,Smith,XXXXXXXXX,Corporate,GA,263 Harvest Wood,30058.0,4,Apparel,33.71007919,-84.11247253,Pacific Asia,Semarang,Indonesia,4618,2/13/2016 2:13,27957,403,13.0,0.100000001,69967,129.9900055,0.5,1,129.9900055,116.9899979,58.5,Southeast Asia,Java Central,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/16/2016 2:13,Standard Class,2.07,16693.796536874106,"Semarang, Jawa Tengah, Jawa, Indonesia"
848,DEBIT,2,4,11.69999981,116.9899979,Advance shipping,0,18,Men's Footwear,Honolulu,EE. UU.,XXXXXXXXX,Sandra,7795,Smith,XXXXXXXXX,Corporate,HI,1134 Misty River Woods,96822.0,4,Apparel,21.30562019,-157.8386993,Pacific Asia,Cirebon,Indonesia,7795,1/27/2016 12:14,26821,403,13.0,0.100000001,67194,129.9900055,0.100000001,1,129.9900055,116.9899979,11.69999981,Southeast Asia,Java Occidental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/29/2016 12:14,Standard Class,1.23,10656.654097859418,"Cirebon, Jawa Barat, 45121, Indonesia"
849,DEBIT,4,4,-1.519999981,116.9899979,Shipping on time,0,18,Men's Footwear,Madison,EE. UU.,XXXXXXXXX,Brandon,11979,Smith,XXXXXXXXX,Corporate,WI,3815 Tawny Swale,53704.0,4,Apparel,43.09559631,-89.35118866,Pacific Asia,Yakarta,Indonesia,11979,11/16/2015 4:59,21868,403,13.0,0.100000001,54682,129.9900055,-0.01,1,129.9900055,116.9899979,-1.519999981,Southeast Asia,Yakarta,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/20/2015 4:59,Standard Class,2.79,6343.20412978034,
850,DEBIT,5,4,25.92000008,53.99000168,Late delivery,1,17,Cleats,Saint Paul,EE. UU.,XXXXXXXXX,Amanda,1695,Marquez,XXXXXXXXX,Corporate,MN,9539 Velvet Trace,55106.0,4,Apparel,44.95698166,-93.06536865,Pacific Asia,Riyadh,Arabia Saudí,1695,11/30/2016 4:48,47899,365,6.0,0.100000001,119786,59.99000168,0.479999989,1,59.99000168,53.99000168,25.92000008,West Asia,Riad,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/5/2016 4:48,Standard Class,3.04,11288.837797621894,"الرياض, المالز, محافظة الرياض, منطقة الرياض, 11131, السعودية"
851,DEBIT,4,4,3.960000038,52.79000092,Shipping on time,0,17,Cleats,Porterville,EE. UU.,XXXXXXXXX,Mary,11286,Garcia,XXXXXXXXX,Corporate,CA,8279 Bright Fox Highway,93257.0,4,Apparel,35.93829727,-118.9438477,Pacific Asia,Tianjin,China,11286,2/12/2016 12:34,27918,365,7.199999809,0.119999997,69869,59.99000168,0.079999998,1,59.99000168,52.79000092,3.960000038,Eastern Asia,Tianjin,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/16/2016 12:34,Standard Class,1.55,9903.19484493231,"天津市, 300061, 中国"
852,DEBIT,6,4,-22.87999916,114.3899994,Late delivery,1,18,Men's Footwear,Peoria,EE. UU.,XXXXXXXXX,Mary,4357,Smith,XXXXXXXXX,Corporate,AZ,5674 Merry Nectar Pines,85345.0,4,Apparel,33.57873154,-112.266098,Pacific Asia,Perth,Australia,4357,12/1/2015 6:32,22900,403,15.60000038,0.119999997,57327,129.9900055,-0.200000003,1,129.9900055,114.3899994,-22.87999916,Oceania,Australia Occidental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/7/2015 6:32,Standard Class,3.71,15554.488743366635,"Perth, City of Perth, Western Australia, 6000, Australia"
853,DEBIT,3,4,-91.51000214,114.3899994,Advance shipping,0,18,Men's Footwear,Winnetka,EE. UU.,XXXXXXXXX,Bryan,3029,Smith,XXXXXXXXX,Corporate,CA,3586 Clear Key,91306.0,4,Apparel,32.66745758,-117.0288773,Pacific Asia,Manukau City,Nueva Zelanda,3029,3/28/2016 11:16,30997,403,15.60000038,0.119999997,77469,129.9900055,-0.800000012,1,129.9900055,114.3899994,-91.51000214,Oceania,Auckland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/31/2016 11:16,Standard Class,3.29,8792.023258126677,
854,DEBIT,4,4,-25.73999977,114.3899994,Shipping on time,0,18,Men's Footwear,Simi Valley,EE. UU.,XXXXXXXXX,Mary,9769,Stevenson,XXXXXXXXX,Corporate,CA,1411 Little Log Boulevard,93063.0,4,Apparel,34.26791382,-118.6712112,Pacific Asia,Perth,Australia,9769,1/18/2016 4:43,26183,403,15.60000038,0.119999997,65542,129.9900055,-0.230000004,1,129.9900055,114.3899994,-25.73999977,Oceania,Australia Occidental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/22/2016 4:43,Standard Class,3.33,14991.262731704985,"Perth, City of Perth, Western Australia, 6000, Australia"
855,DEBIT,5,4,9.149999619,114.3899994,Late delivery,1,18,Men's Footwear,Honolulu,EE. UU.,XXXXXXXXX,Thomas,3567,Schroeder,XXXXXXXXX,Corporate,HI,7975 Honey Valley,96822.0,4,Apparel,21.30562019,-157.8386993,Pacific Asia,Gold Coast,Australia,3567,12/21/2015 21:55,24314,403,15.60000038,0.119999997,60826,129.9900055,0.079999998,1,129.9900055,114.3899994,9.149999619,Oceania,Queensland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/26/2015 21:55,Standard Class,1.85,7565.612407351175,"Gold Coast City, Queensland, Australia"
856,DEBIT,3,4,10.0699997,114.3899994,Advance shipping,0,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Gloria,5582,Larson,XXXXXXXXX,Corporate,IL,252 Honey Embers Canyon,60616.0,4,Apparel,41.88341522,-88.19973755,Pacific Asia,Gold Coast,Australia,5582,11/7/2015 10:25,21267,403,15.60000038,0.119999997,53192,129.9900055,0.090000004,1,129.9900055,114.3899994,10.0699997,Oceania,Queensland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/10/2015 10:25,Standard Class,3.58,14313.260572933552,"Gold Coast City, Queensland, Australia"
857,DEBIT,5,4,45.75999832,114.3899994,Late delivery,1,18,Men's Footwear,Methuen,EE. UU.,XXXXXXXXX,Mary,1293,Carey,XXXXXXXXX,Corporate,MA,9761 Broad Crossing,1844.0,4,Apparel,42.72396851,-71.18476868,Pacific Asia,Gold Coast,Australia,1293,3/30/2016 23:32,31169,403,15.60000038,0.119999997,77899,129.9900055,0.400000006,1,129.9900055,114.3899994,45.75999832,Oceania,Queensland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/4/2016 23:32,Standard Class,3.82,15711.26788403003,"Gold Coast City, Queensland, Australia"
858,DEBIT,3,4,38.65999985,114.3899994,Advance shipping,0,18,Men's Footwear,Philadelphia,EE. UU.,XXXXXXXXX,Louis,6855,Callahan,XXXXXXXXX,Corporate,PA,6682 Hidden Estates,19143.0,4,Apparel,39.94662857,-75.21822357,Pacific Asia,Lismore,Australia,6855,3/24/2016 7:25,30712,403,15.60000038,0.119999997,76714,129.9900055,0.340000004,1,129.9900055,114.3899994,38.65999985,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/27/2016 7:25,Standard Class,1.62,15454.96969727322,"Lismore City Council, New South Wales, 2480, Australia"
859,DEBIT,3,4,54.90999985,114.3899994,Advance shipping,0,18,Men's Footwear,Mcallen,EE. UU.,XXXXXXXXX,Mary,10026,Wilson,XXXXXXXXX,Corporate,TX,2459 Round Spring Towers,78501.0,4,Apparel,26.20558739,-98.23548889,Pacific Asia,Newcastle,Australia,10026,2/2/2016 3:28,27207,403,15.60000038,0.119999997,68159,129.9900055,0.479999989,1,129.9900055,114.3899994,54.90999985,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/5/2016 3:28,Standard Class,1.98,13323.03174531298,"Newcastle, Newcastle-Maitland, Newcastle City Council, New South Wales, 2300, Australia"
860,DEBIT,3,4,-11.21000004,189.9199982,Advance shipping,0,76,Women's Clothing,Los Angeles,EE. UU.,XXXXXXXXX,Wynter,20400,Justice,XXXXXXXXX,Corporate,CA,4788 Gentle Wynd,90032.0,4,Apparel,34.0816536,-118.1783524,Pacific Asia,Perth,Australia,20400,1/26/2018 18:34,76847,1363,25.89999962,0.119999997,180162,215.8200073,-0.059999999,1,215.8200073,189.9199982,-11.21000004,Oceania,Australia Occidental,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,1/29/2018 18:34,Standard Class,1.76,15030.951241214896,"Perth, City of Perth, Western Australia, 6000, Australia"
